,ELEV.m.,Island,LAT,LON,NCEI.id,NESDIS.id,NWS.id,Network,Observer,SCAN.id,SKN,SMART_NODE_RF.id,Station.Name,UID
18,3398.0,BI,19.5354,-155.576,USW00021514,CD07379A,MLBH1,USCRN,MAUNA LOA 5 NNE,,39.2_R,,MAUNA LOA 5 NNE,19.535400_-155.576000
23,1194.8,BI,19.441359,-155.2487445,US1HIHI0071,,,COOP,COOP,,55.6_R,,VOLCANO 4.0,19.441359_-155.248744
25,137.0,BI,19.5043,-154.9165,US1HIHI0003,,,CoCoRaHS,PAHOA 2.1 E,,65.4_R,,PAHOA 2.1 E,19.504300_-154.916500
26,339.63,BI,19.5021,-155.029,US1HIHI0055,,,CoCoRaHs,CoCoRaHs,,65.6_R,,"KURTISTOWN 6.6 SSE, HI US",19.502100_-155.029000
27,259.0,BI,19.4654,-154.927,US1HIHI0051,,,CoCoRaHS,PAHOA 2.7 SSE,,67.7_R,,PAHOA 2.7 SSE,19.465400_-154.927000
28,9.0,BI,19.67944,-156.02333,USC00511880,,,COOP,COOP,,68.14_R,,HONOKOHAU HARBOR 68.14,19.679440_-156.023330
30,297.0,BI,19.73756,-155.99582,,,,HIPPNET,Hilo Forest Service,,69.25_R,,Palamanui,19.737560_-155.995820
34,1659.0,BI,19.72544,-155.87389,,,,HIPPNET,Hilo Forest Service,,70.7_R,,Puuwaawaa,19.725440_-155.873890
35,433.0,BI,19.5106,-155.9217,USC00513987,,,COOP,COOP,,74.8_R,,KEALAKEKUA 4 74.8,19.510600_-155.921700
41,189.0,BI,19.645,-155.0827,USW00021515,,,USCRN,HILO 5 S,,87.5_R,,HILO 5 S,19.645000_-155.082700
42,111.0,BI,19.69748,-155.0954,,,,HIPPNET,Hilo Forest Service,,87.9_R,,IPIF,19.697480_-155.095400
50,636.0,BI,19.80256,-155.85062,,,,HIPPNET,Hilo Forest Service,,93.13_R,,Mamalahoa,19.802560_-155.850620
51,53.95,BI,19.5473,-154.8988,US1HIHI0065,,,CoCoRaHs,CoCoRaHs,,93.61_R,,"PAHOA 4.7 NE, HI US",19.547300_-154.898800
52,27.4,BI,19.5565,-154.8865,US1HIHI0070,,,COOP,COOP,,93.62_R,,PAHOA 5.7 NE,19.556500_-154.886500
53,10.1,BI,19.594568,-154.936038,US1HIHI0072,,,COOP,COOP,,93.63_R,,HAWAIIAN PARADISE PARK 2.4 E,19.594568_-154.936038
54,18.0,BI,19.613803,-154.955684,US1HIHI0068,,,COOP,COOP,,93.64_R,,KEAAU 5.5,19.613803_-154.955684
57,265.0,BI,19.9465,-155.7883,US1HIHI0047,,,CoCoRaHS,WAIKOLOA VILLAGE 2.7 ENE,,95.11_R,,WAIKOLOA VILLAGE 2.7 ENE,19.946500_-155.788300
59,268.0,BI,19.93389178,-155.7877744,USC00519142,,,COOP,BOISE CASCADE,,95.8_R,,WAIKOLOA 95.8,19.933892_-155.787774
60,24.0,BI,19.91278,-155.87778,USC00519144,,,COOP,COOP,,95.9_R,,WAIKOLOA BEACH RT 95.9,19.912780_-155.877780
62,527.3,BI,19.6225861,-155.927558,US1HIHI0067,,,COOP,COOP,,98.91_R,,HOLUALOA 0.95,19.622586_-155.927558
68,2811.0,BI,19.76029046,-155.4555569,USC00511065,,,COOP,STATE DIV FTRY,,111.0_R,,HALEPOHAKU 111,19.760290_-155.455557
70,1145.0,BI,19.93217,-155.29129,,,,HIPPNET,Hilo Forest Service,,127.5_R,,Laupahoehoe,19.932170_-155.291290
72,454.0,BI,19.96358,-155.25014,,,,HIPPNET,Hilo Forest Service,,132.2_R,,Spencer,19.963580_-155.250140
75,424.0,BI,19.86139,-155.16361,USC00512595,,,COOP,COOP,,138.2_R,,KAHUNA FALLS 138.2,19.861390_-155.163610
76,427.0,BI,19.78695738,-155.1388973,USC00517724,,,COOP,MAU KEA SUGAR,,140.1_R,,PAPAIKOU MAUKA NO 2 140,19.786957_-155.138897
78,61.0,BI,19.78362447,-155.0922318,USC00517711,,,COOP,MAU KEA SUGAR,,144.1_R,,PAPAIKOU 144.1,19.783624_-155.092232
84,916.0,BI,20.0375,-155.6347,USC00518386,,,COOP,COOP,,192.9_R,,PUUKAPU HMSTD 192.9,20.037500_-155.634700
87,333.0,BI,20.0606,-155.43,US1HIHI0034,,,CoCoRaHS,HONOKAA 2.7 ESE,,216.9_R,,HONOKAA 2.7 ESE,20.060600_-155.430000
88,341.0,BI,20.07306,-155.44722,USC00517209,,,COOP,COOP,,217.2_R,,PAAUHAU MAUKA 217.2,20.073060_-155.447220
89,244.0,BI,20.03860487,-155.3688913,USC00517312,,,COOP,HAMAKUA MILL,,221.0_R,,PAAUILO 221,20.038605_-155.368891
90,613.0,BI,20.019,-155.3988,US1HIHI0050,,,CoCoRaHS,PAAUILO 2.4 SW,,221.7_R,,PAAUILO 2.4 SW,20.019000_-155.398800
91,30.0,MA,20.6420893,-156.4388486,USC00515842,,,COOP,MAKE GC,,249.1_R,,MAKENA GOLF CRS 249.1,20.642089_-156.438849
92,579.0,MA,20.648174,-156.398497,USC00518760,,,COOP,ULUPALAKUA RANCH,,250.0_R,,ULUPALAKUA RANCH 250,20.648174_-156.398497
95,24.0,MA,20.662925,-156.04248,USC00517000,,,COOP,HALEAKALA TL PK,,258.6_R,,OHE'O 258.6,20.662925_-156.042480
96,916.0,MA,20.70013977,-156.3555187,USC00515004,,,COOP,KULA SATORIUM,,267.0_R,,KULA HOSPITAL 267,20.700140_-156.355519
103,2143.0,MA,20.75846738,-156.2455233,USC00511004,,,COOP,HAWAII T PARK,,338.0_R,,HALEAKALA RANGER STATION 338,20.758467_-156.245523
105,390.0,MA,20.81179461,-156.1171956,USC00517194,,,COOP,EMI,,350.0_R,,PAAKEA 350,20.811795_-156.117196
111,130.0,MA,20.8491,-156.5092,USC00519376,,,COOP,WAILUKU SUGAR,,390.0_R,,WAIKAPU 390,20.849100_-156.509200
115,213.0,MA,20.89012208,-156.2121892,USC00512679,,,COOP,EMI,,446.0_R,,KAILUA 446,20.890122_-156.212189
116,128.0,MA,20.93194,-156.67611,USC00518407,,,COOP,COOP,,457.1_R,,PUUKOLII 457.1,20.931940_-156.676110
117,73.0,MA,20.9625,-156.6753,USC00513317,,,NWS,KAPALUA W.MAUI AIRPORT 462.4,,462.4_R,,KAPALUA W.MAUI AIRPORT 462.4,20.962500_-156.675300
119,257.0,MA,20.94678808,-156.6555055,USC00515715,,,COOP,PIONEER MILL,,466.0_R,,MAHINAHINA 466,20.946788_-156.655506
120,98.0,MA,20.91623388,-156.5088444,USC00519275,,,COOP,WAILUKU SUGAR,,484.0_R,,WAIEHU CAMP 484,20.916234_-156.508844
121,416.0,MA,20.92011989,-156.3071849,US1HIMI0001,,,CoCoRaHS,HAIKU 3.2 SE,,486.7_R,,HAIKU 3.2 SE,20.920120_-156.307185
126,13.0,MO,21.068,-156.963,US1HIMI0002,,,CoCoRaHS,KAUNAKAKAI 3.5 ESE,,536.6_R,,KAUNAKAKAI 3.5 ESE,21.068000_-156.963000
129,93.0,MO,21.1804,-157.2319,US1HIMI0006,,,CoCoRaHS,MAUNALOA 3.2 NNW,,550.3_R,,MAUNALOA 3.2 NNW,21.180400_-157.231900
135,1.0,OA,21.3287,-157.9298,USC00511925,,,COOP,COOP,,703.1_R,,"HONOLULU FIRE STATION 703.1, HI US",21.328700_-157.929800
137,14.0,OA,21.30489073,-157.8305905,USW00022551,,,STATE,LYDECKER RC,,707.2_R,,EWA KALAELOA AIRPORT,21.304891_-157.830590
138,12.0,OA,21.3004,-157.8293,US1HIHN0023,,,CoCoRaHS,CoCoRaHS,,707.5_R,,HONOLULU 2.0 SW,21.300400_-157.829300
139,61.0,OA,21.31044568,-157.8147571,USC00516122,,,COOP,BEAUMONT MRS J,,712.1_R,,MANOA 712.1,21.310446_-157.814757
140,24.0,OA,21.29933514,-157.8167017,USC00518815,,,COOP,UH MET DEPT,,713.0_R,,UNIV OF HAWAII 713,21.299335_-157.816702
141,15.0,OA,21.27433592,-157.7880917,USC00519185,,,COOP,TINKER SPENCER,,715.0_R,,WAIALAE KAHALA,21.274336_-157.788092
142,113.0,OA,21.285,-157.7816,US1HIHN0010,,,CoCoRaHS,CoCoRaHS,,720.6_R,,HONOLULU 2.7 SSE,21.285000_-157.781600
148,85.0392,OA,21.3869991,-158.0358,,,KUNH1,HydroNet-UaNet,NWS,,740.5_R,,Kunia,21.386999_-158.035800
151,238.0,OA,21.39488776,-157.91031,USC00510123,,,COOP,G FOWLER,,764.6_R,,AIEA HEIGHTS 764.6,21.394888_-157.910310
152,175.0,OA,21.393,-157.9186,US1HIHN0014,,,CoCoRaHS,CoCoRaHS,,764.7_R,,AIEA 0.7 ENE,21.393000_-157.918600
155,188.0,OA,21.33933391,-157.8567005,USC00513268,,,COOP,KAMEHAMEHA SCH,,773.0_R,,KAPALAMA 773,21.339334_-157.856700
157,20.0,OA,21.4039,-157.8017,US1HIHN0027,,,CoCoRaHs,CoCoRaHs,,781.13_R,,"KANEOHE 0.8 SW, HI US",21.403900_-157.801700
160,248.412,OA,21.3502007,-157.8184,USC00516938,156097FE,NUUH1,HydroNet-UaNet,NWS,,782.3_R,,Nuuanu Upper,21.350201_-157.818400
166,38.0,OA,21.3727,-157.725,US1HIHN0022,,,CoCoRaHS,CoCoRaHS,,793.1_R,,WAIMANALO EXPERIMENTAL FARM,21.372700_-157.725000
181,34.0,OA,21.45167,-157.84889,USC00519281,,,COOP,COOP,,837.5_R,,WAIHEE 837.5,21.451670_-157.848890
183,64.3128,OA,21.4463997,-157.8584,USC00519286,195042AC,WPPH1,HydroNet-UaNet,USGS,,839.8_R,,Waihee Pump,21.446400_-157.858400
184,3.0,OA,21.44404851,-157.7730876,USW00022519,,,NWS,USMC,,840.0_R,,KANEOHE BAY MCAS,21.444049_-157.773088
192,25.0,OA,21.53,-157.85028,USC00514829,,,COOP,COOP,,885.6_R,,KUALOA RANCH 885.6,21.530000_-157.850280
195,74.04,OA,21.51083,-157.86222,USC00514828,,,COOP,COOP,,886.11_R,,"KUALOA RANCH HAKIPUU 886.11, HI US",21.510830_-157.862220
198,7.0,OA,21.5213,-157.8374,USC00514830,,,COOP,COOP,,886.9_R,,KUALOA RANCH HEADQUATERTERS 886.9,21.521300_-157.837400
199,8.0,OA,21.638859,-158.058759,USC00519603,,,COOP,COOP / WB,,892.2_R,,WAIMEA ARBORETUM 892.2,21.638859_-158.058759
202,7.6,OA,21.6793,-157.945,USC00514500,,,COOP,NWS,,901.2_R,,KII KAHUKU 911,21.679300_-157.945000
203,2.0,OA,21.65,-157.9287,US1HIHN0002,,,CoCoRaHS,CoCoRaHS,,903.2_R,,LAIE 0.2 WNW,21.650000_-157.928700
204,1.0,OA,21.60987636,-157.9100271,USC00513208,,,COOP,HON. FIRE DEPT,,904.1_R,,KAPAKA FARM 904.1,21.609876_-157.910027
210,50.0,KA,21.90353436,-159.5772088,USC00510470,,,COOP,MCBRYDE SUGAR,,927.0_R,,ELEELE 927,21.903534_-159.577209
211,66.0,KA,21.89631087,-159.5572079,USC00518941,,,COOP,MCBRYDE SUGAR,,930.0_R,,WAHIAWA 930,21.896311_-159.557208
212,64.0,KA,21.89019743,-159.5172067,USC00519955,,,COOP,MCBRYDE SUGAR,,931.0_R,,WEST LAWAI 931,21.890197_-159.517207
213,73.0,KA,21.90686471,-159.4622057,USC00514742,,,COOP,MCBRYDE SUGAR,,936.0_R,,KOLOA 936,21.906865_-159.462206
214,12.0,KA,21.8788,-159.4518,US1HIKI0020,,,CoCoRaHS,CoCoRaHS,,940.2_R,,KOLOA 2.1 SSE,21.878800_-159.451800
216,24.0,KA,21.90102957,-159.422207,USC00515710,,,COOP,GROVE FARM,,941.1_R,,MAHAULEPU 941.1,21.901030_-159.422207
219,43.0,KA,21.91909048,-159.6272113,USC00515864,,,COOP,OLOKELE SUGAR,,965.0_R,,MAKAWELI 965,21.919090_-159.627211
221,220.0,KA,21.92519845,-159.5338717,USC00510240,,,COOP,MCBRYDE SUGAR,,985.0_R,,BRYDESWOOD STA 985,21.925198_-159.533872
224,195.0,KA,21.94833,-159.46694,USC00514750,,,COOP,MCBRYDE SUGAR,,994.0_R,,KOLOA MAUKA 994,21.948330_-159.466940
225,101.0,KA,21.96491954,-159.3972052,USC00518217,,,COOP,LIHUE PLANTATION,,1013.0_R,,PUHI 1013,21.964920_-159.397205
227,25.0,KA,21.987,-159.338,US1HIKI0009,,,CoCoRaHS,CoCoRaHS,,1020.6_R,,LIHUE 1.3 NE,21.987000_-159.338000
228,60.0,KA,21.9923,-159.3586,US1HIKI0002,,,CoCoRaHS,CoCoRaHS,,1022.1_R,,LIHUE 1.2 NNW,21.992300_-159.358600
237,90.04,KA,22.0593,-159.365,US1HIKI0023,,,CoCoRaHs,CoCoRaHs,,1063.2_R,,"KAPAA 2.7 SSW, HI US",22.059300_-159.365000
238,105.03,KA,22.0721,-159.3767,US1HIKI0026,,,CoCoRaHs,CoCoRaHs,,1065.2_R,,"KAPAA 2.3 SW, HI US",22.072100_-159.376700
247,139.0,KA,22.0936,-159.3758,US1HIKI0005,,,CoCoRaHS,CoCoRaHS,,1094.3_R,,KAPAA 1.4 W,22.093600_-159.375800
248,157.0,KA,22.0829,-159.3786,US1HIKI0019,,,CoCoRaHS,CoCoRaHS,,1097.4_R,,KAPAA 1.9 WSW,22.082900_-159.378600
250,10.457,KA,22.2103,-159.5492,US1HIKI0024,,,CoCoRaHs,CoCoRaHs,,1116.1_R,,"HANALEI 3.0 W, HI US",22.210300_-159.549200
253,79.0,KA,22.2057,-159.4048,US1HIKI0006,,,CoCoRaHS,CoCoRaHS,,1134.2_R,,KILAUEA 0.5 SE,22.205700_-159.404800
254,74.0,KA,22.1869,-159.3236,US1HIKI0021,,,CoCoRaHS,CoCoRaHS,,1144.1_R,,ANAHOLA 2.8 N,22.186900_-159.323600
0,957.0,BI,19.1089,-155.7467,USC00512566,,,COOP,COOP,,2.1_R,,KAHUKU MAUKA,19.108900_-155.746700
1,647.0,BI,19.10778,-155.78944,USC00518652,,,COOP,COOP,,2.32_R,,SOUTH KONA 2 2.32,19.107780_-155.789440
2,533.0,BI,19.14472,-155.84944,USC00513376,,,COOP,COOP,,2.36_R,,KAPUA 2.36,19.144720_-155.849440
6,436.0,BI,19.0424,-155.643,US1HIHI0010,,,CoCoRaHS,NAALEHU 5.0 WSW,,4.13_R,,NAALEHU 5.0 WSW,19.042400_-155.643000
9,317.0,BI,19.01361,-155.66194,USC00513054,,,COOP,COOP,,5.1_R,,Kamaoa Puueo 5.1,19.013610_-155.661940
10,587.0,BI,19.07032619,-155.6355484,USC00514625,,,COOP,STATE DIV FTRY,,6.0_R,,KIOLAKAA A&F 6,19.070326_-155.635548
12,710.4888,BI,19.34805556,-155.1258333,,32D64524,AHMH1,RAWS,Nene Cabin,,9.2_R,,Nene Cabin,19.348056_-155.125833
16,332.0,BI,19.20667,-155.48861,USC00517437,,,COOP,COOP,,21.3_R,,PAHALA MAUKA 21.3,19.206670_-155.488610
17,733.03,BI,19.0908,-155.7552,US1HIHI0059,,,CoCoRaHs,CoCoRaHs,,21.4_R,,"HAWAIIAN OCEAN VIEW 1.7 NNE, HI US",19.090800_-155.755200
19,396.0,BI,19.27032215,-155.8738768,USC00517166,,,COOP,TRUMAN LORNA,,24.1_R,,OPIHIHALE 2 24.1,19.270322_-155.873877
20,442.0,BI,19.48975723,-155.9122125,USC00513977,,,COOP,GREENWELL ESTATE,,26.2_R,,KEALAKEKUA 26.2,19.489757_-155.912213
23,122.0,BI,19.46864784,-155.9055458,USC00516697,,,COOP,KONA EXP STATION,,28.0_R,,NAPOOPOO 28,19.468648_-155.905546
29,3341.0,BI,19.53863295,-155.5722206,,,,STATE,NWS,,39.1_R,,Mauna Loa Upper,19.538633_-155.572221
34,1682.496,BI,19.47361111,-155.3588889,USR0000HKMO,,HKMO,RAWS,RAWS,,49.0_R,,KEAUMO,19.473611_-155.358889
35,1210.0,BI,19.429741,-155.257146,USC00511303,,,COOP,HAW VOL NATL PARK,,54.0_R,,HAWAII VOLCNS NP HQ 54,19.429741_-155.257146
37,1202.0,BI,19.41528,-155.23833,,,,HavoNet,Thurston,,54.8_R,,Thurston,19.415280_-155.238330
38,1040.0,BI,19.47833,-155.215,,,,HavoNet,Ola a,,54.9_R,,Ola a,19.478330_-155.215000
39,1158.0,BI,19.4338,-155.2417,US1HIHI0040,,,CoCoRaHS,VOLCANO 4.4 S,,55.3_R,,VOLCANO 4.4 S,19.433800_-155.241700
40,671.0,BI,19.52194,-155.14389,USC00510746,,,COOP,COOP,,55.4_R,,GLENWOOD NO 2 55.4,19.521940_-155.143890
47,416.0,BI,19.6799,-155.9699,US1HIHI0049,,,CoCoRaHS,HOLUALOA 4.0 NW,,68.22_R,,HOLUALOA 4.0 NW,19.679900_-155.969900
49,398.0,BI,19.7189,-155.9859,US1HIHI0038,,,CoCoRaHS,KALAOA 2.2 ESE,,69.26_R,,KALAOA 2.2 ESE,19.718900_-155.985900
50,304.5,BI,19.7238,-155.9926,US1HIHI0006,,,CoCoRaHS,KALAOA 1.7,,69.27_R,,KALAOA 1.7,19.723800_-155.992600
53,713.232,BI,19.5310993,-155.9066,,,KNUH1,HydroNet-UaNet,NWS,,73.29_R,,Kainaliu Upper,19.531099_-155.906600
54,416.0,BI,19.53333333,-155.9333333,,,,SCAN,SCAN,2096.0,73.34_R,,Kainaliu,19.533333_-155.933333
57,1576.0,BI,19.54863532,-155.3005575,USC00515011,,,COOP,DEPT SOCIAL SVC,,79.0_R,,KULANI CAMP 79,19.548635_-155.300557
63,107.0,BI,19.692,-155.0925,US1HIHI0039,,,CoCoRaHS,HILO 0.4 SW,,87.8_R,,HILO 0.4 SW,19.692000_-155.092500
65,343.0,BI,19.68362898,-155.1405634,USC00513510,,,COOP,HILO SUGAR,,88.1_R,,KAUMANA 88.1,19.683629_-155.140563
66,287.0,BI,19.65529741,-155.1205634,USC00519025,,,COOP,SHINICHI KANESHIRO,,88.2_R,,WAIAKEA SCD 88.2,19.655297_-155.120563
68,379.67,BI,19.7509,-155.1362,USC00512802,,,COOP,COOP,,89.13_R,,"KAIWIKI HOMESTEAD 89.11, HI US",19.750900_-155.136200
69,390.0,BI,19.73529295,-155.1455638,USC00510150,,,COOP,HILO SUGAR,,89.2_R,,AMAUULU 89.2,19.735293_-155.145564
70,463.0,BI,19.5487,-155.1101,USC00516552,,,COOP,PU SUGAR,,91.0_R,,MOUNTAIN VIEW 91,19.548700_-155.110100
71,244.0,BI,19.61861,-155.08667,USC00518315,,,COOP,COOP,,91.11_R,,PUNA MACADAMIA O 91.11,19.618610_-155.086670
72,88.0,BI,19.533,-154.917,USC00511300,,,COOP,COOP,,91.12_R,,HAWAIIAN BEACHES 91.12,19.533000_-154.917000
73,223.0,BI,19.59,-155.083,USC00515102,,,COOP,COOP,,91.14_R,,KURTISTOWN 91.14,19.590000_-155.083000
75,148.5,BI,19.5407,-154.9728,USC00517460,,,COOP,COOP,,91.17_R,,"PAHOA BEACON 91.9, HI US",19.540700_-154.972800
76,694.0,BI,19.488,-155.149,USC00518638,,,COOP,COOP,,91.8_R,,S GLEWNWOOD 91.8,19.488000_-155.149000
78,87.0,BI,19.62918887,-155.0333418,USC00513872,,,COOP,PU SUGAR,,92.0_R,,KEAAU 92,19.629189_-155.033342
80,4.0,BI,19.48892483,-154.8200037,USC00513368,,,COOP,ARRUDA GENVIEVE,,93.11_R,,KAPOHO BEACH 93.11,19.488925_-154.820004
87,12.0,BI,19.8314012,-155.9858256,USC00514765,,,COOP,KO VILLAGE RES,,93.8_R,,KONA VILLAGE 93.8,19.831401_-155.985826
94,43.0,BI,20.02666416,-155.81944,USC00518422,,,COOP,ROSE FUJIMORI,,98.1_R,,PUUKOHOLA HEIAU 98.1,20.026664_-155.819440
98,1417.0,BI,19.82,-155.6508,,,,STATE,PARKER RANCH,,100.0_R,,Waikii,19.820000_-155.650800
99,1025.9568,BI,19.90222222,-155.6786111,,328FB7BE,PKMH1,RAWS,RAWS,,101.1_R,,PTA KEAMUKU,19.902222_-155.678611
101,1288.0,BI,19.96,-155.54,,,,SCAN,Mana House,2097.0,103.3_R,,Mana House,19.960000_-155.540000
102,2835.0,BI,19.77,-155.42,,,,SCAN,Silversword,2101.0,104.1_R,,Silversword,19.770000_-155.420000
106,1949.0,BI,19.8,-155.3333333,,,,SCAN,SCAN,2098.0,125.12_R,,Pua Akala,19.800000_-155.333333
108,1665.0,BI,19.83873,-155.30797,,,,HIPPNET,Hilo Forest Service,,128.1_R,,Hakalau,19.838730_-155.307970
111,82.0,BI,19.9522,-155.185,USC00518067,,,COOP,COOP,,132.3_R,,POHAKUPUKA,19.952200_-155.185000
112,335.0,BI,19.95,-155.217,USC00513329,,,COOP,COOP,,132.4_R,,KAPEHU MAUKA 132.4,19.950000_-155.217000
113,302.0,BI,19.97278,-155.23944,USC00514459,,,COOP,COOP,,132.5_R,,KIHALANI 132.5,19.972780_-155.239440
114,140.0,BI,19.98027372,-155.2305601,USC00515427,,,COOP,BARNARD EW,,133.1_R,,LAUPAHOEHOE 133.1,19.980274_-155.230560
116,61.0,BI,19.8875,-155.12528,USC00519432,,,COOP,WAILEA 137.4,,137.4_R,,WAILEA 137.4,19.887500_-155.125280
118,385.0,BI,19.8494,-155.15,US1HIHI0014,,,CoCoRaHS,HONOMU 2.8 SW,,138.3_R,,HONOMU 2.8 SW,19.849400_-155.150000
120,457.0,BI,19.835,-155.149,USC00513473,,,COOP,COOP,,140.5_R,,KAUKU 140.5,19.835000_-155.149000
122,178.0,BI,19.8313,-155.1077,US1HIHI0002,,,CoCoRaHS,PEPEEKEO 0.2 SSE,,144.11_R,,PEPEEKEO 0.2 SSE,19.831300_-155.107700
123,108.0,BI,19.8095,-155.0988,US1HIHI0011,,,CoCoRaHS,PAPAIKOU 1.1 N,,144.12_R,,PAPAIKOU 1.1 N,19.809500_-155.098800
124,421.0,BI,20.10027112,-155.8322151,USC00516270,,,COOP,KAHUA RANCH,,147.1_R,,MIDDLE PEN 147.1,20.100271_-155.832215
127,762.0,BI,20.12554592,-155.7774941,USC00518101,,,COOP,PONOHOLO RCH 178.11,,178.12_R,,PONOHOLO RCH 178.11,20.125546_-155.777494
129,927.0,BI,20.01666667,-155.6,,,,SCAN,SCAN,2099.0,189.0_R,,Waimea Plain,20.016667_-155.600000
130,799.0,BI,20.01083015,-155.6763867,USC00515260,,,COOP,DOWALD,,191.1_R,,LALAMILO FLD OF 191.1,20.010830_-155.676387
133,299.0,BI,20.11526922,-155.5822202,USC00514928,,,COOP,HONOKAA SUGAR,,199.0_R,,KUKUIHAELE HIC 199,20.115269_-155.582220
135,226.0,BI,20.12167,-155.57417,USC00514927,,,COOP,COOP,,206.1_R,,KUKUIHAELE 206.1,20.121670_-155.574170
136,140.0,BI,20.09193527,-155.4738903,USC00510840,,,COOP,HONOKAA SUGAR,,214.0_R,,HAINA 214,20.091935_-155.473890
137,326.0,BI,20.08026947,-155.4672231,USC00511856,,,COOP,HONOKAA SUGAR,,215.0_R,,HONOKAA TOWN 215,20.080269_-155.467223
139,757.0,BI,20.0417,-155.4777,US1HIHI0033,,,CoCoRaHS,HONOKAA 2.5 SSW,,216.6_R,,HONOKAA 2.5 SSW,20.041700_-155.477700
140,396.0,BI,20.06111,-155.43528,USC00512982,,,COOP,COOP,,216.8_R,,KALOPA 216.8,20.061110_-155.435280
142,122.0,BI,20.08360173,-155.4372236,USC00517204,,,COOP,PAAUHAU SUGAR,,217.0_R,,PAAUHAU 217,20.083602_-155.437224
146,256.0,BI,20.02693892,-155.3422253,USC00514815,,,COOP,HAMAKUA MILL,,222.0_R,,KUKAIAU 222,20.026939_-155.342225
147,131.0,BI,20.01527222,-155.2838932,USC00517131,,,COOP,LAUPAHOEHOE SUG,,223.0_R,,OOKALA 223,20.015272_-155.283893
153,1228.344,MA,20.68416667,-156.1519444,USR0000HKAU,FA45A6E0,KPGH1,RAWS,RAWS,,266.0_R,,KAUPO GAP,20.684167_-156.151944
156,1650.0,MA,20.72655556,-156.09225,,,,HaleNet,HaleNet,,276.0_R,,BIG BOG HN-164,20.726556_-156.092250
157,1930.0,MA,20.73630556,-156.1071389,,,,HaleNet,HaleNet,,277.0_R,,HORSHOE PU'U HN-163,20.736306_-156.107139
158,2195.0,MA,20.73422222,-156.1228889,,,,HaleNet,HaleNet,,278.0_R,,TREE LINE HN-162,20.734222_-156.122889
159,2228.0,MA,20.73492113,-156.1234398,,,,Little HaleNet,Lakes - Subalpine,,278.1_R,,Lakes - Subalpine,20.734921_-156.123440
160,1993.0,MA,20.745673,-156.1425145,,,,Little HaleNet,Puu Alaea - Cloud forest,,278.11_R,,Puu Alaea - Cloud forest,20.745673_-156.142515
161,2033.0,MA,20.74567736,-156.1424321,,,,Little HaleNet,Puu Alaea - Forest line,,278.12_R,,Puu Alaea - Forest line,20.745677_-156.142432
162,2182.0,MA,20.735063,-156.1222481,,,,Little HaleNet,Lakes - Forest line,,278.2_R,,Lakes - Forest line,20.735063_-156.122248
163,2143.0,MA,20.73575551,-156.1214124,,,,Little HaleNet,Lakes - Cloud forest,,278.3_R,,Lakes - Cloud forest,20.735756_-156.121412
164,2304.0,MA,20.73450891,-156.1273482,,,,Little HaleNet,Lakes - Alpine,,278.4_R,,Lakes - Alpine,20.734509_-156.127348
165,2320.0,MA,20.73857613,-156.1365744,,,,Little HaleNet,Frisbee - Alpine,,278.5_R,,Frisbee - Alpine,20.738576_-156.136574
166,2191.0,MA,20.74071537,-156.1350318,,,,Little HaleNet,Frisbee - Subalpine,,278.6_R,,Frisbee - Subalpine,20.740715_-156.135032
167,2135.0,MA,20.74195056,-156.1342138,,,,Little HaleNet,Frisbee - Forest line,,278.7_R,,Frisbee - Forest line,20.741951_-156.134214
168,2087.0,MA,20.73622225,-156.1341472,,,,Little HaleNet,Frisbee - Cloud forest,,278.71_R,,Frisbee - Cloud forest,20.736222_-156.134147
169,2320.0,MA,20.74402239,-156.1421477,,,,Little HaleNet,Puu Alaea - Alpine,,278.8_R,,Puu Alaea - Alpine,20.744022_-156.142148
170,2075.0,MA,20.74489428,-156.1421289,,,,Little HaleNet,Puu Alaea - Subalpine,,278.9_R,,Puu Alaea - Subalpine,20.744894_-156.142129
171,2460.0,MA,20.73061111,-156.1413056,,,,HaleNet,HaleNet,,279.0_R,,POHAKAU PALAHA HN-161,20.730611_-156.141306
172,128.016,MA,20.66836111,-156.0522222,,,,USGS,OheoGulchRGatdamnearKipahulu,,280.1_R,,OheoGulchRGatdamnearKipahulu,20.668361_-156.052222
174,50.0,MA,20.81346495,-156.5071787,USC00518060,,,COOP,WAILUKU SUGAR,,307.2_R,,POHAKEA BRIDGE 307.2,20.813465_-156.507179
177,965.0,MA,20.75788889,-156.3200278,,,,HaleNet,HaleNet,,324.6_R,,KULA AG HN-119,20.757889_-156.320028
179,960.0,MA,20.75763889,-156.2775,,,,HaleNet,HaleNet,,328.4_R,,PU'U PAHU HN-106,20.757639_-156.277500
180,2898.0,MA,20.703948,-156.241101,,,,CraterNet,south rim,,337.0_R,,south rim,20.703948_-156.241101
181,2697.0,MA,20.714563,-156.2394,,,,CraterNet,Sliding Sands,,337.1_R,,Sliding Sands,20.714563_-156.239400
182,2461.0,MA,20.7300298,-156.140176,,,,CraterNet,Pohaku Palaha,,337.11_R,,Pohaku Palaha,20.730030_-156.140176
183,2282.0,MA,20.73782363,-156.1453106,,,,CraterNet,Puu Alaea,,337.12_R,,Puu Alaea,20.737824_-156.145311
184,1927.0,MA,20.71236611,-156.1437572,,,,CraterNet,Paliku,,337.13_R,,Paliku,20.712366_-156.143757
