"SKN","Station.Name","Observer","Network","Island","ELEV.m.","LAT","LON","NCEI.id","NWS.id","NESDIS.id","SCAN.id","SMART_NODE_RF.id","X2018.02.01","X2018.02.02","X2018.02.03","X2018.02.04","X2018.02.05","X2018.02.06","X2018.02.07","X2018.02.08","X2018.02.09","X2018.02.10","X2018.02.11","X2018.02.12","X2018.02.13","X2018.02.14","X2018.02.15","X2018.02.16","X2018.02.17","X2018.02.18","X2018.02.19","X2018.02.20","X2018.02.21","X2018.02.22","X2018.02.23","X2018.02.24","X2018.02.25","X2018.02.26","X2018.02.27","X2018.02.28"
91.12,"HAWAIIAN BEACHES 91.12","COOP","COOP","BI",88,19.533,-154.917,"USC00511300",NA,NA,NA,NA,16.6144208512972,0.408381933664701,0.0941631160843318,0,0.950023292167619,2.20740378614219,1.63250244276102,0.443564940709102,0.408381933664701,0,0,0.0941631160843318,2.27680481258544,24.4912021350362,66.8545334578355,144.294605638167,46.5543622696341,15.2829999462906,4.45678475162956,6.07468126326243,12.3937408930589,29.3659678623902,24.1863623438334,54.8267660263695,31.0419186147133,18.4979408493161,3.53141423769914,10.3488056556173
91.14,"KURTISTOWN 91.14","COOP","COOP","BI",223,19.59,-155.083,"USC00515102",NA,NA,NA,NA,0,0,0,0,18.677341482833,7.46079889977333,0,0.242944952125236,1.43245174641828,0,0.741856126930224,0,0,10.8432476510059,23.2372506639207,41.9169187608614,20.8926598832485,8.10598105615608,8.19888169301768,18.0187351259983,17.6475461123215,54.3878060186165,40.2016671825633,93.2497763488818,54.429179357971,56.5426145558373,59.1828575564459,15.9330496573421
91.15,"Mountain View","Mountain View","HydroNet-UaNet","BI",346.5576,19.5674992,-155.0841,NA,"MTVH1",NA,NA,NA,3.302,2.286,0,0,38.354,0.254,0,1.524,0,0,1.778,0,0,2.54,56.134,63.246,30.734,11.43,0,0,0,29.718,48.514,100.584,34.29,86.106,23.368,12.7
91.16,"MOUNTAIN VIEW 4.5 NNE, HI US","CoCoRaHs","CoCoRaHs","BI",482.19,19.5808,-155.1216,"US1HIHI0060",NA,NA,NA,NA,0,3.6,0,0,0,36.6,0,0.3,0.3,0,0,0,0,0.5,0,40.4,75.7,8.1,7.4,0,8.6,27.4,57.2,68.6,119.1,33.3,123.2,25.4
91.17,"PAHOA BEACON 91.9, HI US","COOP","COOP","BI",148.5,19.5407,-154.9728,"USC00517460",NA,NA,NA,NA,NA,0.3,0,0,0,0,3.3,0.5,0,0,0,0.5,NA,NA,NA,NA,NA,NA,0,0,NA,NA,44.2,NA,NA,NA,9.1,NA
91.6,"KURTISTOWN 6.1 SSE","KURTISTOWN 6.1 SSE","CoCoRaHS","BI",295,19.5145,-155.0206,"US1HIHI0037",NA,NA,NA,NA,17.8,18.5,NA,NA,NA,NA,NA,0.8,3.8,0.3,0.3,NA,NA,NA,NA,NA,125.5,1.5,17.3,0.3,NA,24.4,36.8,67.3,NA,12.7,63.8,15.2
91.8,"S GLEWNWOOD 91.8","COOP","COOP","BI",694,19.488,-155.149,"USC00518638",NA,NA,NA,NA,0,0.993073665014963,0,0,25.0780668891013,4.2728338767534,0,3.5098293776167,0.0984234276288682,0.393693710515473,1.4756239650575,0.0984234276288682,0,0.0984234276288682,46.9054218140726,40.9196699601719,23.3243061997511,14.3185147659629,7.6068205724893,1.4486430966144,14.9813237337388,40.1407647395786,68.8961139346386,126.949669438885,73.9194061316583,89.0582864343613,39.7528994448979,22.7536931910178
91.9,"Pahoa Beacon","NWS","HydroNet-UaNet","BI",187.1472,19.5149994,-154.9644,NA,"PHAH1",NA,NA,NA,36.83,0,0.254,0,0,0,3.302,0.508,0,0,0,0.254,2.286,48.26,22.0509413074076,55.118,97.79,10.668,0,0,15.748,9.906,23.622,57.658,39.5233309936725,42.7037592234152,8.128,9.906
92,"KEAAU 92","PU SUGAR","COOP","BI",87,19.62918887,-155.0333418,"USC00513872",NA,NA,NA,NA,0,0,0,0.291412608688768,1.17441619052524,6.1,0,0,0.938146110512297,0,0,0.0919042144597175,0,15.7,16.3,53.8,9.34228357923705,1.79618238700066,10.2,0,16,36.3,19.9815145598386,49.549909506097,39.5550985555503,55.1542678206848,52.3475694482997,14.5
92.5,"KiholoRainGage","USGS","USGS","BI",283.96692,19.82580556,-155.8925833,NA,"KIRH1","DD60236E",NA,NA,0,0,0,0,24.892,0,0,0,0,0,0,0,0,0,48.26,0,0,37.338,3.302,0,0,5.08,1.524,0,0,0,0,0
93.11,"KAPOHO BEACH 93.11","ARRUDA GENVIEVE","COOP","BI",4,19.48892483,-154.8200037,"USC00513368",NA,NA,NA,NA,5.8,0.8,0,0,0,0,0.8,0.5,0.8,0,0,0,2.8,1.8,98.6,204.5,3.6,18.3,1.5,11.9,1.5,24.6,8.4,5.3,0.5,4.6,0,2.8
93.12,"PUUANAHULU","RAWS","RAWS","BI",830.58,19.83277778,-155.7697222,NA,"PULH1","48703040",NA,NA,0,0,0,0,12.7,NA,20.07,0,0,0,0,0,0,0,NA,0,0.509999999999998,NA,NA,0,0,NA,NA,2.03,0,NA,9.61,0.5
93.13,"Mamalahoa","Hilo Forest Service","HIPPNET","BI",636,19.80256,-155.85062,NA,NA,NA,NA,NA,0,0,0,3.302,18.542,0.254,0.508,0,0,0,0,0,0,0,32.258,0,3.556,29.21,3.302,0,0,5.842,1.778,0.762,0,0,0.508,0.254
93.61,"PAHOA 4.7 NE, HI US","CoCoRaHs","CoCoRaHs","BI",53.95,19.5473,-154.8988,"US1HIHI0065",NA,NA,NA,NA,1,3,0.5,0.3,0,0,0,0,0.5,0,0,0,0,5.6,44.2,100.3,138.7,6.1,7.4,0.3,11.7,10.2,20.1,41.1,19.3,1,11.4,8.6
94,"KAUPULEHU LAVA FLOW","RAWS","RAWS","BI",372.1608,19.80333333,-155.9180556,NA,"KPLH1","4870E628",NA,NA,0,0,0,0,17.78,1.02,0,0,0,0,0,0,0,0.5,49.79,0.25,0,45.95,4.90000000000001,0,0,5.30000000000001,2,0,0,0,0,0
94.5,"PUU WAAWAA","RAWS","RAWS","BI",708.9648,19.795,-155.8452778,"USR0000HPUW","PWWH1","487046D0",NA,NA,0,0,0,3.048,22.86,0.25,3.05,0,0,0,0,0,0,0,27.43,0,5.59,27.43,4.06999999999999,0,0,5.3,2.10000000000001,0.700000000000003,0,0,0.5,0
95.11,"WAIKOLOA VILLAGE 2.7 ENE","WAIKOLOA VILLAGE 2.7 ENE","CoCoRaHS","BI",265,19.9465,-155.7883,"US1HIHI0047",NA,NA,NA,NA,0,0,0,0,0,77.2,0,25.4,0.3,0,0,0,0,0,0,16,NA,0,17.8,0,0,0,7.6,0,0,0,1,2.3
95.6,"WAIKOLOA","RAWS","RAWS","BI",297.7896,19.92416667,-155.7936111,NA,"WKVH1","4870C0C4",NA,NA,0,0,0,0,84.072,0.259999999999991,43.72,0,0,0,0,0,0,0,21.3,0,0,15.2,2.59999999999999,0,0,4.60000000000002,3,0,0,3,1.09999999999999,0
95.8,"WAIKOLOA 95.8","BOISE CASCADE","COOP","BI",268,19.93389178,-155.7877744,"USC00519142",NA,NA,NA,NA,0,0,0,0,0,74.9,0,65.5,0,0,0,0,0,0,0,22.6,NA,0,12.8538405790271,0,0,0,7.1,0,0,0,9.7,1
95.9,"WAIKOLOA BEACH RT 95.9","COOP","COOP","BI",24,19.91278,-155.87778,"USC00519144",NA,NA,NA,NA,0,0,0,0,0,15.2,15.2,2.5,0,0,0,0,0,0,0,0,26.4,0,34.3,0,0,0,6.4,0,0,0,7.6,0
98.1,"PUUKOHOLA HEIAU 98.1","ROSE FUJIMORI","COOP","BI",43,20.02666416,-155.81944,"USC00518422",NA,NA,NA,NA,0,0,0,0,0,5.8,0,10.7,0,0,0,0,0,0,0,16.5,0,0,23.9,0,0,0,11.2,0,0,0,0,0
98.2,"PUHO CS","PUHO CS","RAWS","BI",29.5656,19.42194444,-155.9075,NA,"PERH1","32D6803A",NA,NA,0,0.254,0,0,1.27,2.028,4.07,0,0,0,0,0,0,0,9.14,0,5.08,27.43,0,0,0,14.99,4.83,0.5,0,0,0,0
99,"PTA WEST","RAWS","RAWS","BI",1307.592,19.77166667,-155.7022222,"USR0000HPTW","PKWH1","32667176",NA,NA,0,0,0,0,NA,0,6.854,0,0,0,0,0,0,0,14.23,1.52,3.3,11.18,1.77999999999999,0,0,5.08000000000001,2.28,0,0,0,0,0
100,"Waikii","PARKER RANCH","STATE","BI",1417,19.82,-155.6508,NA,NA,NA,NA,NA,0,0,0,0,5.08,1.016,0.508,2.286,0,0,0,0,0,0,27.102078130289,2.794,0.378414941780076,19.558,2.032,0,0,4.318,3.556,0,0,0.508,0,0.38598324061567
101.1,"PTA KEAMUKU","RAWS","RAWS","BI",1025.9568,19.90222222,-155.6786111,NA,"PKMH1","328FB7BE",NA,NA,0,0,0,0,10.924,0.25,6.61,0.25,0,0,0,0,0,0,35.81,0.770000000000003,0.5,17.02,1.53,0,0,3.3,2.79000000000001,0,0,2.03,0,0.509999999999991
102.8,"AUHMOA","RAWS","RAWS","BI",2001.9264,19.83638889,-155.6130556,NA,"AHMH1","4870D3B2",NA,NA,0,0,0,0,2.54,0,1.016,3.812,0,0,0,0,0,0,12.95,1.27,0,12.96,5.33,0,0,4.83,4.31,0,0,1.52999999999999,1.01000000000001,1.52999999999999
103.3,"Mana House","Mana House","SCAN","BI",1288,19.96,-155.54,NA,NA,NA,2097,NA,0,0,0,0,0,11.684,0,1.016,6.35,0,0,0,0,0,0,59.69,0,34.544,137.668,0,0,0,1.27,1.016,0,0.254,1.778,0.254
104.1,"Silversword","Silversword","SCAN","BI",2835,19.77,-155.42,NA,NA,NA,2101,NA,0,0,0,0,0,3.048,0,0.762,0,0,0,0,0,0,0.254,3.048,0.254,2.794,21.082,0,0,0,34.798,19.812,65.024,12.7,34.798,7.62
107.4,"PTA EAST","RAWS","RAWS","BI",1959.864,19.68277778,-155.5452778,"USR0000HPTA","PTAH1","3266D18E",NA,NA,0,0,0,0,2.79,2.29,0.510000000000005,0,0,0,0,0,0,0,4.05999999999999,0.510000000000005,0,3.05,0.5,0,1.27000000000001,5.86999999999999,4.30000000000001,5.09999999999999,0,2.5,0.799999999999997,0.200000000000003
109,"PTA RANGE 17","RAWS","RAWS","BI",1734.312,19.74583333,-155.6261111,NA,NA,"3279630C",NA,NA,0,0,0,0,2.286,0.508,3.048,2.032,0,0,0,0,0,0,10.16,2.03,1.02,11.68,2.29,0,0,NA,2.54,0,0,0,0,0
113.2,"PUU MALI","RAWS","RAWS","BI",2165,19.92666,-155.44,NA,"PMLH1","3181742E",NA,NA,0,0.510000000000002,0,0,10.16,0.760000000000005,3.31,6.85,0,0,0,0.259999999999998,0,0,16.25,6.1,1.27,12.95,2.54000000000001,0,0,3.81,3.80999999999999,2.04000000000001,5.8,14.3,0,0
125.12,"Pua Akala","SCAN","SCAN","BI",1949,19.8,-155.3333333,NA,NA,NA,2098,NA,0,0,0,0,0,0.254,0,2.54,1.016,0,0,1.016,2.032,0,0.254,7.874,7.112,4.572,12.7,6.096,0,0.508,40.894,21.844,84.836,23.368,53.848,30.226
127.5,"Laupahoehoe","Hilo Forest Service","HIPPNET","BI",1145,19.93217,-155.29129,NA,NA,NA,NA,NA,0,4.572,0.254,0,0.254,4.064,1.27,8.636,0,0,6.35,0.254,0,1.016,5.842,6.096,1.016,6.604,1.016,0,4.318,9.144,4.064,49.784,6.35,48.006,42.926,17.78
128.1,"Hakalau","Hilo Forest Service","HIPPNET","BI",1665,19.83873,-155.30797,NA,NA,NA,NA,NA,0,0.91287795955078,0.394274780240285,0.740346179163127,7.30307857275144,4.1594725306024,2.45978590120652,2.84132197516875,0,0.0870995504897796,2.74327117484753,0.813382442963796,0.159214134736995,0.569054178098337,5.47522779178895,8.96809083976208,4.65071244495639,12.3547960618088,11.6801755857072,0.870995504897797,1.52024800994296,20.36936626669,19.2902817114325,65.6595674166922,18.881971185425,50.9428192651942,41.8366879958865,21.9694471171829
129,"HAKALAU","RAWS","RAWS","BI",1950.72,19.82111111,-155.3305556,"USR0000HHAK","HKUH1","8374D370",NA,NA,0,0,0,0,3.79999999999995,0.300000000000011,3.30000000000001,0.5,0,0,0.300000000000011,1.19999999999999,0.300000000000011,1,4.80000000000001,9.89999999999998,5.60000000000002,16.3,9.60000000000002,0,0,27.2,19.1,65.2,12,40.4,19.5,10.7
132.2,"Spencer","Hilo Forest Service","HIPPNET","BI",454,19.96358,-155.25014,NA,NA,NA,NA,NA,0,15.748,0,0,0.254,1.778,0,17.78,0,0,0.762,0.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132.3,"POHAKUPUKA","COOP","COOP","BI",82,19.9522,-155.185,"USC00518067",NA,NA,NA,NA,0,0,0,0.243685394512745,1.21127513350241,2.1544856732813,0.243685394512745,0.093725151735671,3.19041007590966,0,0,0,0,0.403082989564423,0,22.3961807170595,13.3431937960871,1.5681895451968,2.66835077869624,12.6320478852647,1.01988732873129,38.2070602436712,21.6328727771339,49.1800491354692,27.973298291254,33.1881244676252,41.8892527553597,10.4492766769767
132.4,"KAPEHU MAUKA 132.4","COOP","COOP","BI",335,19.95,-155.217,"USC00513329",NA,NA,NA,NA,0,0,0,0.380609879896942,1.89187901066591,16.4010121897451,0.380609879896942,0.146388415344978,4.84892500063446,0,0,0,0,0.405994971474139,0,34.9803798045204,9.81211149483614,2.44934020623783,1.9604195483617,106.897034957279,2.97308239909369,36.8257242976398,19.7028580297472,52.7570173705608,43.6912262396533,51.8362132161635,65.4264220146203,12.3409636001709
132.5,"KIHALANI 132.5","COOP","COOP","BI",302,19.97278,-155.23944,"USC00514459",NA,NA,NA,NA,0,4.65564923270966,0,0.297470731964384,0.372561848620991,11.3547582350053,0.297470731964384,5.37078998594882,2.60858949568767,0,0.225273349969822,0.225273349969822,0,0.0686470919917809,0,24.1689206113318,4.90240307898136,1.51023602381918,0.75511801190959,68.6891486148955,1.29791448265889,6.68165028720001,5.51464972333973,22.676422721285,10.462243900589,27.8936017126603,30.2160599076562,5.69770863531781
133.1,"LAUPAHOEHOE 133.1","BARNARD EW","COOP","BI",140,19.98027372,-155.2305601,"USC00515427",NA,NA,NA,NA,0,0,0,0.204264161662195,1.01532592949141,9.19392106519389,0.204264161662195,0.0785631391008442,2.60230133932846,0,0,0,0,4.57154675475567,4.69731621669498,32.1000926697115,5.26592407210078,1.31450193565166,3.45794158986243,47.1667624725901,5.50210119446265,15.0489817201781,7.9167063003975,28.3134214169989,23.4480295210745,27.819247990119,35.1127859502545,8.09103850771757
133.3,"Laupahoehoe","NWS","HydroNet-UaNet","BI",499.872,19.9792,-155.2372,NA,"LPHH1","B159741A",NA,NA,0,3.0236511207612,0,0,4.88526212728948,3.27236787799586,0,3.35371633548031,0,0,0.143730700092013,0.143730700092013,0,0.254,5.74420322678859,9.2169416302524,3.75898241210294,1.53358296679749,3.302,1.34049667866025,6.65143498669181,16.7411450808258,27.3452953051808,39.1055289023929,24.8567416985745,31.2445277802682,11.8609230189276,6.11276372801214
137.4,"WAILEA 137.4","WAILEA 137.4","COOP","BI",61,19.8875,-155.12528,"USC00519432",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0.5,0,8.71264414803459,25.4,2.15697142740755,2.41054325344571,0.3,0.3,51.1,31.5,53.8,47.5003084375419,66.2327949821706,57.4831286589993,8.9
138.2,"KAHUNA FALLS 138.2","COOP","COOP","BI",424,19.86139,-155.16361,"USC00512595",NA,NA,NA,NA,0,0,0,1.3,1.3,2.8,1.3,0.5,11.4,0,0,0,0,0.3,0,11.4,20.3,6.6,3.3,2,0.5,29.2,24.1,99.1,40.1,121.9,86.4,24.9
138.3,"HONOMU 2.8 SW","HONOMU 2.8 SW","CoCoRaHS","BI",385,19.8494,-155.15,"US1HIHI0014",NA,NA,NA,NA,0,0,0,0.3,0,4.1,1.3,0,14,0,0,0.5,0.5,0,0,14.5,18.8,1.5,4.3,1.5,1,31.2,21.3,91.4,73.2,125,84.6,26.4
140.1,"PAPAIKOU MAUKA NO 2 140","MAU KEA SUGAR","COOP","BI",427,19.78695738,-155.1388973,"USC00517724",NA,NA,NA,NA,0,0,0,0,3.8,6.4,0,0,3.8,0,0,0,0,0.8,0,10.2,8.9,1.3,2.5,47.8,3.3,71.1,31.8,59.7,76.2,40.6,67.3,12.7
140.5,"KAUKU 140.5","COOP","COOP","BI",457,19.835,-155.149,"USC00513473",NA,NA,NA,NA,0,0,0,0.431761041337055,7.21852689956176,5.89829303404504,0.431761041337055,0.16606193897579,5.50058476728481,0,0,0,0,0.46055770204585,6.89325243277332,13.9805878427801,13.618705781448,4.20918850302065,4.5649900803637,24.3102318073582,13.8806276266233,74.2901717736522,57.0771617675619,106.799324865384,89.8357316098358,99.251703089359,72.8444482353674,20.7626891783451
144.1,"PAPAIKOU 144.1","MAU KEA SUGAR","COOP","BI",61,19.78362447,-155.0922318,"USC00517711",NA,NA,NA,NA,0,0,0,0.0524059283144621,0.891588017390797,3.6,0,0,0,0,0,0.0873432138574368,0,1.5,0,15.7,12.0728754714913,1.7070418726393,4.5689883079972,11.477268386646,3.6,33.6318016709016,18.9898766847132,44.1662185960563,37.5920674867824,52.4170848718141,40.1,13
144.11,"PEPEEKEO 0.2 SSE","PEPEEKEO 0.2 SSE","CoCoRaHS","BI",178,19.8313,-155.1077,"US1HIHI0002",NA,NA,NA,NA,0,0,0,0.285518563766446,1.41921323243495,2.52434355501963,0.285518563766446,0.109814832217864,3.73810381422792,0,0,0,0,0.472279746142522,4.08289405487906,15.714060101946,15.6338033156801,3.19836338320103,7.07460188052781,14.8005758689043,1.19497012073789,44.7660188593722,25.3465611996146,57.622727136353,41.0674638524169,59.1398453893785,47.7805176037475,12.2430910361867
144.12,"PAPAIKOU 1.1 N","PAPAIKOU 1.1 N","CoCoRaHS","BI",108,19.8095,-155.0988,"US1HIHI0011",NA,NA,NA,NA,0,0,0,0.337415889091569,1.67717674225999,2.98318124661853,0.337415889091569,0.129775341958296,4.41756082461256,11.9,0,0,0,0.558123746289827,5.50530991211901,15.0632842092899,18.4754839617291,3.47262882322855,5.04112481812275,17.4908048009046,1.4121740471364,52.9029211105191,29.9536827650115,68.0965309299386,61.0966906554346,65.4723414316586,51.3580692178462,14.4684583471887
147.1,"MIDDLE PEN 147.1","KAHUA RANCH","COOP","BI",421,20.10027112,-155.8322151,"USC00516270",NA,NA,NA,NA,0,0,0,0,0,0,33,2.5,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0
147.2,"KOHALA RANCH","KOHALA RANCH","RAWS","BI",328.8792,20.08305556,-155.8325,NA,"KHRH1","4870B654",NA,NA,0,0,0,0,9.906,0.25,9.66,0,0,0,0,0,0,0,29.21,0,0.25,37.85,2.54000000000001,0,0,3.25999999999999,3.10000000000001,0,0,0,0,0
160.3,"Upolu Airport","NWS","HydroNet-UaNet","BI",34,20.265,-155.8582,NA,"UPLH1","B15017A0",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6488680719421,NA,NA,NA,NA,NA
168,"HAWI 168","KOHALA SUGAR","COOP","BI",183,20.23692665,-155.8272119,"USC00511339",NA,NA,NA,NA,0,0,NA,NA,NA,21.5511340316084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,NA,NA,NA,NA,NA
175.1,"KOHALA MISSION 175.1","BOND ESTATE","COOP","BI",163,20.2252605,-155.7922137,"USC00514680",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.54537131912675,NA,NA,NA,NA,NA
176.3,"Kahua Ranch HQ","KAHUA RANCH","HydroNet-UaNet","BI",987.552,20.1249008,-155.7884,NA,"KASH1","15D293C2",NA,NA,0,0,0,0,8.128,0.254,9.398,2.794,0.508,0,0.508,0,0,0,60.452,0.254,0.508,95.758,1.524,0,0,0,6.604,2.032,0,5.334,7.112,0
178.12,"PONOHOLO RCH 178.11","PONOHOLO RCH 178.11","COOP","BI",762,20.12554592,-155.7774941,"USC00518101",NA,NA,NA,NA,0,0,0,0,0,54.6,0,5.8,0,0,0,0,0,0,0,54.4,0,0,106.4,0,0,9.4,0,0,0,0,14.5,0
179.3,"POLOLU LOOKOUT 179.3","POLOLU LOOKOUT 179.3","COOP","BI",149,20.20694,-155.73778,"USC00518086",NA,NA,NA,NA,0,0,NA,NA,NA,30.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.92533700312441,NA,NA,NA,NA,NA
185.7,"KawainuiRainGagenearKamuela","USGS","USGS","BI",1237.488,20.08533333,-155.6811667,NA,"KWSH1","DDF6A592",NA,NA,0,0,0,0,16.002,2.032,0.254,3.81,1.016,2.54,1.016,0.254,0,0,31.75,2.794,2.54,34.036,0.762,0,0,2.794,3.302,3.556,0.254,15.748,22.606,0.254
189,"Waimea Plain","SCAN","SCAN","BI",927,20.01666667,-155.6,NA,NA,NA,2099,NA,0,0,0.254,0,0,21.59,1.27,4.318,0.254,0,0,0,0,0,0,48.514,0.508,0.254,22.352,0,0,0,3.048,2.286,3.556,0.254,0.254,0
191.1,"LALAMILO FLD OF 191.1","DOWALD","COOP","BI",799,20.01083015,-155.6763867,"USC00515260",NA,NA,NA,NA,0,0,NA,NA,NA,38.4,6.6,1.5,0,NA,NA,NA,0,0,1.3,24.4,NA,NA,NA,NA,0.3,0.8,6.1,NA,NA,NA,0.3,0
192.7,"Kamuela Upper","NWS","HydroNet-UaNet","BI",948.5376,20.0319996,-155.6667,"USC00513080","KUUH1","817075F6",NA,NA,0,0,0,0,25.146,1.524,0.508,0,0.254,0,0,0,0,0,25.654,0.508,0,27.686,1.27,0,0,2.54,3.302,0.508,0,3.048,4.826,0
199,"KUKUIHAELE HIC 199","HONOKAA SUGAR","COOP","BI",299,20.11526922,-155.5822202,"USC00514928",NA,NA,NA,NA,0,0,0,0,0,25.4167582289984,0,0,0,0,0,0,0,0,0,53.7859681714662,0.64183732901511,0,0,170.215259654807,2.95245171346951,0,0,0,3.20918664507555,0,26.0585955580135,0
201.3,"Kamuela 1","NWS","HydroNet-UaNet","BI",877.824,20.0394993,-155.6084,NA,"KMUH1","81706680",NA,NA,0,0,0,0,28.702,2.286,1.016,2.286,0,0,0,0,0,0,25.908,0.254,4.572,20.828,1.524,0,0,2.54,3.048,0.254,0,0.254,0,0.254
206.1,"KUKUIHAELE 206.1","COOP","COOP","BI",226,20.12167,-155.57417,"USC00514927",NA,NA,NA,NA,0,0,0,0,0,14.5188244488581,0.986892894667175,1.45377942871511,30.0671290390928,0.110240968877755,0,0,0,0,0,40.5513152739639,0.132450301156566,85.4925975130691,40.8194260340073,35.1258198667212,0.609271385320202,0,1.45350674809134,0,0.84598645391242,0.55147752501254,8.26994275693887,0
214,"HAINA 214","HONOKAA SUGAR","COOP","BI",140,20.09193527,-155.4738903,"USC00510840",NA,NA,NA,NA,0,0,0,0,0,18.5505324052132,0,0,0,0,0,0,0,0,0,39.2559246352745,0.468447788010435,0,0,124.232353380367,2.154859824848,0,0,0,2.34223894005218,0,19.0189801932237,0
215,"HONOKAA TOWN 215","HONOKAA SUGAR","COOP","BI",326,20.08026947,-155.4672231,"USC00511856",NA,NA,NA,NA,0,0,0,0,0,10.7,1.8,4.1,25.1,0,0,0,0,0,0,30.2,0,10.2,144.3,0,0,0,2.8,0,0,1.3,3.6,0
215.5,"Honokaa","NWS","HydroNet-UaNet","BI",591.9216,20.0656,-155.49,NA,"HNKH1","B15047DC",NA,NA,0,0,0,0,0,8.67565633685972,0.367294072522115,0.836614276300374,12.2002825002328,0,0,0,0,0,0,21.7021274470944,0.0955418842323595,2.08133307762532,70.3739073244646,25.3377076984217,0.439492667468854,0,0.966797212753645,0,0.675434860021419,0.265267941265972,5.97789417300942,0
216.6,"HONOKAA 2.5 SSW","HONOKAA 2.5 SSW","CoCoRaHS","BI",757,20.0417,-155.4777,"US1HIHI0033",NA,NA,NA,NA,0.3,0.3,0.3,0.3,0.3,23.1,2,4.6,4.8,0.5,0.5,0.3,0.3,0.3,0,41.1,0.5,0,104.4,0.3,0.3,0.3,3.8,0.3,0.3,2,1.8,0.5
216.8,"KALOPA 216.8","COOP","COOP","BI",396,20.06111,-155.43528,"USC00512982",NA,NA,NA,NA,0,0,0,0,0,13.7,0,0,35.8,0,0,0,0,0,0,38.1,0,0,207,0,0,0,2,0,1,0,6.9,0
216.9,"HONOKAA 2.7 ESE","HONOKAA 2.7 ESE","CoCoRaHS","BI",333,20.0606,-155.43,"US1HIHI0034",NA,NA,NA,NA,0,0,0,0,0,13,0,0,51.6,0,0,0,0,0,0,40.9,0,0,225,0.5,0,0,2.8,0.5,3,5.8,9.9,0
217,"PAAUHAU 217","PAAUHAU SUGAR","COOP","BI",122,20.08360173,-155.4372236,"USC00517204",NA,NA,NA,NA,0,0,0,0,0,17.3054996052632,0,0,0,0,0,0,0,0,0,36.621234013158,0.437007565789476,0,0,115.894406447369,2.01023480263159,0,0,0,2.18503782894738,0,17.7425071710527,0
217.2,"PAAUHAU MAUKA 217.2","COOP","COOP","BI",341,20.07306,-155.44722,"USC00517209",NA,NA,NA,NA,0,0,0,0,0,17,1.3,0.8,62.5,0.3,0,0,0,0,0,56.9,0,224.8,0,0,0,0,1.8,0,0.5,0.5,5.1,0
221,"PAAUILO 221","HAMAKUA MILL","COOP","BI",244,20.03860487,-155.3688913,"USC00517312",NA,NA,NA,NA,0,0,0,0,0,19.8,0,0,0,0,0,0,0,0,0,41.9,0.5,0,0,132.6,2.3,0,0,0,2.5,0,20.3,0
221.7,"PAAUILO 2.4 SW","PAAUILO 2.4 SW","CoCoRaHS","BI",613,20.019,-155.3988,"US1HIHI0050",NA,NA,NA,NA,0,0,0,0,0,15.2,0.5,2.8,6.6,0.5,0,0.3,0,0,0,19.6,0.5,0,73.9,0.5,0,0,2,0.5,2.5,6.6,8.4,0.3
222,"KUKAIAU 222","HAMAKUA MILL","COOP","BI",256,20.02693892,-155.3422253,"USC00514815",NA,NA,NA,NA,0,0,0,0,0,28.2797672622928,0,0,0,0,0,0,0,0,0,59.8445579944478,0.714135536926585,0,0,189.38874439293,3.28502346986229,0,0,0,3.57067768463293,0,28.9939027992194,0
223,"OOKALA 223","LAUPAHOEHOE SUG","COOP","BI",131,20.01527222,-155.2838932,"USC00517131",NA,NA,NA,NA,0,0,0,0,1.55184258558609,16.6074170259388,0,0.282153197379289,0,0,0,0,0,2.96260857248253,17.3524216388263,42.7820650091987,14.1878852434767,3.24476176986182,2.39830217772396,96.1027972656331,11.2601501415968,10.5807449017233,18.1988812309641,50.2232691335134,18.741084702215,8.60567252006831,15.5590296109339,4.37337455937898
249.1,"MAKENA GOLF CRS 249.1","MAKE GC","COOP","MA",30,20.6420893,-156.4388486,"USC00515842",NA,NA,NA,NA,NA,NA,NA,NA,22.6,29.2,0,0,0,NA,NA,NA,0,28.7,1.3,0,2.5,16.5,0,0,0,2.3,0,NA,NA,NA,0,NA
250,"ULUPALAKUA RANCH 250","ULUPALAKUA RANCH","COOP","MA",579,20.648174,-156.398497,"USC00518760",NA,NA,NA,NA,0,0,NA,NA,NA,15.2,4.6,0,0,NA,NA,NA,0,0,26.4,36.8,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA
250.2,"Ulupalakua Ranch","NWS","HydroNet-UaNet","MA",581.5584,20.6487999,-156.3981,NA,"ULUH1","8170531A",NA,NA,0,0,0,0,36.83,4.318,0,1.27,0,0,0,0,0,11.43,54.102,0,4.318,21.082,0,0,0,1.778,1.778,0.254,0.254,0,0,0
